USER_ID,STAYED
20766,Kanto
20787,Kanto,Kinki
21200,Kanto,Kyushu
21609,Chubu,Kanto
21743,Kinki
21942,Kinki
22136,Kanto
22338,Kinki
22439,Kinki,Chugoku
22657,Kinki
22668,Kanto
22982,Chubu
23624,Kanto
23681,Kanto
24120,Kanto
24515,Kinki
24543,Kanto
24643,Hokkaido
24806,Kanto
24974,Kanto
25252,Chubu
25452,Kanto
25539,Chubu,Kanto
26283,Kanto
26486,Kinki
26520,Kanto
26977,Kanto
27349,Kinki
27390,Kanto
27646,Kanto
27693,Chubu,Kanto,Kinki
27868,Hokkaido
27974,Kanto
28356,Chubu,Kanto,Kinki
29093,Kanto,Kinki
29099,Kanto
29462,Kanto
29474,Kanto
29567,Chubu,Kanto,Kinki,Kyushu,Hokkaido
29633,Kanto
29672,Kanto
29694,Kanto
30208,Kanto,Kyushu
30303,Kanto
30394,Chugoku
30543,Kanto
30713,Kanto
30734,Kanto,Kinki
30917,Kinki
30931,Kanto
31188,Kanto
31387,Kanto,Kinki,Tohoku,Hokkaido
31840,Hokkaido
31972,Kanto,Kinki
32512,Kanto
32542,Kanto
32588,Kinki
32712,Kanto
33169,Kanto
33429,Kyushu
33529,Kanto
33636,Kanto
33778,Kanto
34011,Kanto
34305,Kanto
34320,Kanto
34596,Kanto
34755,Kanto
34862,Kinki
34997,Kanto
35067,Kanto
35078,Kanto
35834,Kyushu
35853,Kanto
35888,Kanto
36162,Kanto
36306,Chubu,Kinki
36478,Kanto
36630,Kanto
36715,Kanto
36806,Chubu,Kanto,Kinki,Kyushu,Chugoku
36989,Kanto
37136,Kanto
37352,Kanto
37636,Chubu,Kanto,Kinki,Kyushu
37646,Kanto
37683,Kinki
37712,Kanto
37802,Kanto
37848,Kanto
37976,Kanto,Kinki,Hokkaido
38839,Kanto,Kinki
39071,Kinki
39132,Kanto
39484,Kanto
39497,Kanto
39715,Kanto
39752,Kanto
39760,Kinki
40047,Kanto
40183,Kanto
40569,Kanto
40725,Kanto,Kinki,Kyushu
40831,Kanto
40991,Chubu,Kanto,Kinki
41069,Kanto
41086,Kanto
41330,Kanto,Kinki
41368,Chubu,Kanto,Kinki
41427,Kanto,Kinki
41456,Kanto,Kinki
41666,Kanto
42299,Kanto,Kinki
42358,Kanto
42399,Chubu,Kanto,Kinki
42667,Kyushu
42902,Kanto,Kinki
42936,Kanto,Kinki
43499,Kanto
43835,Kinki
44270,Kanto
44986,Kanto
45043,Kanto
45167,Chubu
45449,Chubu
45662,Kanto
45684,Kanto
45774,Kanto
46555,Kyushu
46599,Kanto
46633,Kinki
46887,Kanto,Kinki
47297,Kanto
47535,Kyushu
47686,Kinki
48006,Kanto
48163,Kanto
48456,Kanto
48846,Chubu,Kinki
49199,Kanto,Kinki
49270,Kanto
49570,Kinki
49607,Chubu,Kinki,Kyushu
49639,Kinki,Kyushu,Chugoku
49875,Kinki
50118,Chubu,Kanto,Kinki
50153,Kanto
50167,Kanto
50605,Kanto
50643,Kanto,Kinki
50816,Kyushu
50828,Kanto
51300,Chubu,Kanto,Kinki
51305,Kanto
51644,Kanto
51808,Kanto,Kinki,Chugoku,Hokkaido
51879,Kanto
52026,Kanto
52084,Kanto
52432,Kanto
52477,Kanto,Kinki
52782,Kanto
53152,Kanto
53232,Kanto
53625,Chubu,Kanto,Kinki
53673,Kyushu
53743,Kanto
53913,Kinki
53989,Kanto
54137,Kyushu
54169,Kanto,Kinki
54762,Kanto
54875,Kanto
54930,Chubu,Kanto
55093,Kanto,Kinki,Kyushu
55338,Kanto
55964,Kanto
55995,Chugoku
56128,Kyushu
56357,Kanto
56458,Kanto
56460,Kanto
56829,Kanto
56897,Kanto
56935,Kanto
56947,Chubu,Kanto,Kinki
56948,Kanto
57114,Kanto
57388,Kanto
57484,Kanto,Kinki
57723,Kanto
57982,Kanto
58013,Kanto
58336,Kanto,Kinki
58485,Kanto
59315,Kanto
59618,Kanto
59775,Kinki
59790,Kanto
60092,Kanto
60100,Kanto,Tohoku
60296,Kanto
60939,Kanto
61467,Kanto
61526,Kinki
61859,Kanto,Kinki,Kyushu
62410,Kanto,Kyushu
62423,Kanto
62521,Kanto
62613,Kanto
62825,Kinki
62862,Hokkaido
63009,Kanto,Kinki
63224,Kanto
63225,Kanto,Kinki
63254,Kanto
63804,Kanto
64150,Kanto
64287,Kanto
64392,Kinki
64452,Kanto
64520,Kanto,Kyushu
64694,Kanto
64842,Kanto
65339,Kanto
65343,Kanto
65547,Chubu,Hokkaido
65821,Kanto
66468,Kanto
66578,Kinki
67081,Kanto
67717,Kanto
67776,Kanto,Kinki,Kyushu,Hokkaido
68352,Hokkaido
68789,Kanto
68908,Kanto
68956,Kanto
68981,Kanto
69006,Kyushu
69299,Kanto
69368,Kanto
69542,Kanto,Kyushu,Hokkaido
69659,Kinki
70219,Kanto
70835,Kanto
71213,Kanto
71232,Kanto
71441,Kanto,Kinki
71476,Kanto,Kinki
72728,Kanto
72915,Hokkaido
73264,Kanto
73293,Kanto
73436,Kanto
73670,Kanto
73847,Kanto
74458,Kanto,Kinki
75710,Kanto
75832,Kanto
75863,Chubu,Kanto,Hokkaido
75877,Kanto
76004,Kanto,Hokkaido
76173,Kanto
76450,Kanto
76729,Kanto
77080,Kinki
77624,Kanto
77827,Chubu
78139,Kanto
78639,Kanto
78734,Kanto,Chugoku
78778,Kinki
78825,Kanto,Kyushu
79551,Kanto
79583,Hokkaido
79797,Kinki
81031,Kanto,Kinki
81579,Kanto
82814,Kanto
82890,Kanto
83138,Kanto
83337,Kanto
83452,Kanto
83615,Chubu,Kanto
83717,Kanto
84098,Kanto
85014,Kanto,Kinki
85195,Kanto
85326,Kinki
85501,Kanto
85701,Kanto
85732,Chubu,Kanto
85752,Kanto
86024,Chubu,Kanto,Tohoku
86573,Kanto
86644,Kinki
86730,Kinki
86736,Kanto,Kinki
86846,Kanto,Kyushu
87463,Kanto
88187,Kanto,Kinki
88871,Kanto
88963,Kanto
89493,Kanto
89527,Kanto,Kinki
90172,Kanto
90300,Kanto
90427,Kanto
90712,Kanto
90892,Kanto
91089,Kinki
91324,Kanto
91385,Kanto,Kinki,Kyushu,Chugoku
91388,Kinki
92152,Kinki
92413,Chubu,Kanto
92607,Kanto
92708,Kanto,Hokkaido
93546,Kinki
94200,Kanto
94237,Kanto
94637,Kanto,Kinki,Hokkaido
95120,Kanto
95307,Kanto
95779,Kanto
96069,Kinki
97118,Kanto
97952,Kanto
98150,Kanto
98180,Chubu,Kanto,Kinki,Chugoku
98281,Kanto
98555,Kanto
98595,Kanto
98704,Kanto
98776,Kanto
98855,Kanto,Kinki,Kyushu
99901,Kanto,Chugoku
100053,Kanto
100194,Kanto
100362,Kanto
100788,Kanto
100880,Kanto
100893,Kanto,Hokkaido
103091,Kanto
103152,Kanto
103476,Kanto
104086,Kanto
104251,Kanto,Kinki
104393,Kanto
104605,Kanto
105360,Kanto,Kinki,Tohoku
105595,Kyushu
106430,Chubu,Kanto,Kinki
107720,Kanto,Kinki
107736,Kanto
108034,Kinki
108114,Kinki
108494,Kanto
108653,Kyushu
108952,Kanto
108972,Kinki
109185,Chubu
109281,Kanto
109321,Kanto
109949,Kinki
110605,Kanto
110665,Kanto,Hokkaido
111181,Kanto
111241,Kanto,Kinki
111575,Kinki
111777,Kanto
112124,Kanto
112133,Kanto
112542,Kyushu
112834,Kanto
113104,Kanto,Kinki
114349,Kanto
114592,Kanto
114787,Kanto
114864,Kinki
114907,Kinki
115185,Kanto
116268,Chubu
117015,Kanto
117408,Kinki
117557,Kanto
117731,Kanto
118292,Kanto
118306,Kanto,Hokkaido
118435,Kanto,Kinki
118551,Hokkaido
119167,Kanto
119683,Hokkaido
119795,Kanto
121031,Kanto
121108,Chubu,Kanto,Kinki
121455,Kinki
122107,Kanto,Kinki
122403,Kanto,Kinki
122452,Kinki
122456,Kanto
122599,Kanto,Kinki
122616,Kinki
123243,Kanto,Hokkaido
123615,Kyushu
123753,Kanto
123898,Kanto
123991,Kyushu
124023,Kanto
124376,Kanto
124431,Kanto
125256,Kinki
125627,Chubu,Kanto,Kinki
126155,Kanto
126372,Hokkaido
126836,Kanto
127350,Kanto
128187,Kanto
128351,Kyushu
128541,Kanto
128968,Kanto
130018,Kanto
130098,Kinki
130363,Kanto,Kyushu
130369,Kyushu
130905,Kyushu
131534,Kanto,Kinki
132500,Kanto
132549,Kanto
132638,Kanto
132659,Kanto
132773,Kanto
132852,Kinki
132902,Kanto
132929,Kanto
133119,Kanto,Kinki,Hokkaido
133232,Chubu,Kanto,Kinki,Chugoku
133239,Kanto,Kinki
133888,Kanto,Kinki,Chugoku
134415,Kanto
135470,Hokkaido
135478,Kanto
135646,Kanto
136308,Kanto
136766,Kyushu
137406,Kanto
137425,Kanto
137653,Kanto,Kyushu
137853,Kinki
138239,Kyushu
138703,Kanto
138836,Kanto
138901,Chubu,Kanto
139727,Kyushu
140414,Kanto
140689,Kanto
140811,Kanto,Kinki,Chugoku
141230,Kanto
141302,Kanto
141419,Kanto,Kinki
141586,Kanto
142155,Kanto
143279,Kanto
143485,Kanto
143508,Kanto,Kinki,Chugoku
143993,Kanto
144601,Kanto
144753,Kinki
145930,Kinki
146352,Kanto
146775,Kanto
147131,Kanto
147283,Hokkaido
147371,Kanto
147491,Kanto
147536,Kanto
147950,Kinki
147981,Kanto
148755,Kanto
148841,Kanto,Kinki
148854,Hokkaido
149024,Kanto
149031,Hokkaido
149151,Kinki
150541,Kanto
151365,Kanto
151830,Kanto
152094,Kanto
152209,Kinki
152267,Kanto
152353,Kanto
152393,Kanto
152735,Kanto,Kinki,Kyushu,Chugoku
152894,Kinki
153107,Kinki
153700,Kanto
154516,Kanto
154569,Kanto
154686,Chubu
154774,Kyushu
155802,Kinki
156087,Kanto
156352,Kanto,Kinki
156650,Kanto
156802,Kanto,Kinki
157048,Kanto
157606,Kanto
157780,Kanto
158367,Chubu,Kanto
159762,Kyushu
160450,Kanto
160601,Kanto,Kinki
161429,Kanto,Kinki
162014,Kinki
162932,Kinki
163294,Kanto
163692,Kanto
163961,Kanto
164039,Kanto
164063,Kanto,Kinki,Chugoku
164275,Kanto
164777,Kanto
165084,Kanto
165860,Kanto
165908,Kyushu
166115,Kanto
166542,Kinki
166585,Kanto
166797,Kanto
167307,Kanto
167823,Kanto,Kinki
168377,Kinki
168518,Kanto
169079,Kanto
169083,Kanto,Kinki
169091,Kinki
169716,Kanto
170510,Kanto
171577,Kanto
171940,Kanto
172148,Kanto
172222,Kanto,Kinki
172891,Kanto,Kinki
173137,Kanto,Kinki
174407,Kanto
174662,Kanto
174894,Kyushu
175196,Kanto
175928,Kinki
179331,Kanto
179453,Kanto
180811,Kanto
180929,Chubu,Kinki
181027,Kanto
181256,Kanto
181629,Kanto
181814,Kanto
181844,Kanto
182324,Kanto,Kinki
183289,Kanto
183557,Kanto
184455,Hokkaido
184651,Kanto,Kinki
184678,Kyushu
185855,Kinki
185880,Kyushu
186987,Kanto
187032,Hokkaido
187777,Kanto
188046,Kanto
188274,Kanto
188281,Chubu,Kinki
188396,Hokkaido
189455,Kyushu
190761,Kyushu
191437,Kanto,Kinki
191778,Chugoku
192447,Kanto,Kinki
193111,Kanto
193229,Kinki
193581,Kanto,Kinki
194052,Kinki
194136,Kanto
194393,Kanto
194879,Kanto
195416,Kinki
195780,Chugoku
197002,Kinki
197243,Kanto,Kinki
198279,Kanto
198535,Kinki
198752,Kinki
199126,Kanto
199564,Kanto
199790,Kanto
200005,Kanto
200451,Kanto
201397,Kinki
201618,Kyushu
201786,Kyushu
201902,Kinki
202296,Kanto
202607,Kanto,Chugoku
203001,Hokkaido
203227,Hokkaido
203298,Kanto
204068,Kanto
204376,Kinki
205345,Kinki
205385,Kanto
205803,Tohoku
206615,Kanto
206755,Kanto
206943,Kanto
207337,Kanto
207380,Chubu,Kanto,Kinki
207933,Kanto,Kinki
209019,Kanto,Kinki
209305,Kyushu
209775,Kanto,Chugoku
209874,Hokkaido
210099,Kanto
210978,Kanto
212227,Kanto
212758,Kanto
213001,Hokkaido
213512,Kanto
215541,Kyushu
216078,Kinki
216108,Kinki
216458,Kanto
216658,Kanto
217107,Kinki
217910,Kinki
218421,Kyushu
218744,Kanto
219663,Kanto
219804,Kanto
220111,Hokkaido
220992,Hokkaido
221577,Kanto
222112,Kinki
222401,Kanto
222638,Kyushu
224554,Kanto
225326,Kinki
225745,Kanto
226178,Kinki
228287,Kanto
229783,Kanto,Kinki
230429,Kanto
230985,Kinki
231034,Kanto
231602,Kanto
232544,Kanto
232551,Kanto,Kinki
234153,Kanto
234484,Kanto
235078,Kanto
235546,Kanto
236967,Kanto
237582,Kanto,Kinki
237662,Kyushu
238122,Kanto
238326,Kinki
240750,Kanto
240865,Kanto
241264,Kinki
241650,Kyushu
241719,Kanto
241817,Kanto
242278,Kanto
242361,Kanto,Kinki
244599,Kanto
246485,Kanto
246737,Kanto
247464,Kinki
248754,Kanto,Kyushu
249891,Kanto
250146,Kanto
250768,Kanto
251103,Kanto,Kinki
251784,Kanto
251814,Kanto
253036,Kanto
254403,Kanto
254715,Hokkaido
259280,Kinki
259304,Kanto
259326,Kanto,Kinki
259351,Kanto
259785,Kyushu
259804,Kinki
259925,Chubu
259971,Kanto,Kinki,Chugoku
260285,Kanto,Kinki
261060,Kanto
261072,Kinki
261296,Kinki
262882,Kanto
263182,Kinki
263876,Kanto
264241,Kanto
264332,Kanto
264932,Kinki
265291,Kanto,Kinki
266460,Chubu,Kinki
